108,BELOW20,351
108,20-24,2923
108,25-29,9640
108,30-34,15749
108,35-39,12036
108,40-44,3483
108,ABOVE45,804
109,BELOW20,339
109,20-24,2674
109,25-29,8989
109,30-34,14671
109,35-39,11130
109,40-44,3406
109,ABOVE45,801
110,BELOW20,308
110,20-24,2516
110,25-29,8697
110,30-34,14672
110,35-39,10556
110,40-44,3533
110,ABOVE45,800
